species;audio_name;spectrogram_name;sec_i;sec_f
Acrocephalus arundinaceus;XC478850.mp3;XC478850_81.npy;98.209;99.209
Acrocephalus arundinaceus;XC478850.mp3;XC478850_82.npy;99.009;100.009
Acrocephalus arundinaceus;XC478850.mp3;XC478850_83.npy;99.809;100.122
Acrocephalus arundinaceus;XC478850.mp3;XC478850_84.npy;104.758;105.758
Acrocephalus arundinaceus;XC478850.mp3;XC478850_85.npy;105.558;106.558
Acrocephalus arundinaceus;XC478850.mp3;XC478850_86.npy;106.358;107.358
Acrocephalus arundinaceus;XC478850.mp3;XC478850_87.npy;107.158;108.158
Acrocephalus arundinaceus;XC478850.mp3;XC478850_88.npy;107.958;108.958
Acrocephalus arundinaceus;XC478850.mp3;XC478850_89.npy;108.758;109.758
Acrocephalus arundinaceus;XC478850.mp3;XC478850_90.npy;109.558;110.558
Acrocephalus arundinaceus;XC478850.mp3;XC478850_91.npy;110.358;110.864
Acrocephalus arundinaceus;XC478850.mp3;XC478850_92.npy;114.107;115.107
Acrocephalus arundinaceus;XC478850.mp3;XC478850_93.npy;114.907;115.907
Acrocephalus arundinaceus;XC478850.mp3;XC478850_94.npy;115.707;116.707
Acrocephalus arundinaceus;XC478850.mp3;XC478850_95.npy;116.507;117.507
Acrocephalus arundinaceus;XC478850.mp3;XC478850_96.npy;117.307;118.307
Acrocephalus arundinaceus;XC478850.mp3;XC478850_97.npy;118.107;119.107
Acrocephalus arundinaceus;XC478850.mp3;XC478850_98.npy;118.907;119.907
Acrocephalus arundinaceus;XC478850.mp3;XC478850_99.npy;119.707;119.985
Acrocephalus arundinaceus;XC478850.mp3;XC478850_100.npy;122.721;123.721
Acrocephalus arundinaceus;XC478850.mp3;XC478850_101.npy;123.521;124.521
Acrocephalus arundinaceus;XC478850.mp3;XC478850_102.npy;124.321;125.321
Acrocephalus arundinaceus;XC478850.mp3;XC478850_103.npy;125.121;126.121
Acrocephalus arundinaceus;XC478850.mp3;XC478850_104.npy;125.921;126.921
Acrocephalus arundinaceus;XC478850.mp3;XC478850_105.npy;126.721;127.721
Acrocephalus arundinaceus;XC478850.mp3;XC478850_106.npy;127.521;127.965
Acrocephalus arundinaceus;XC478850.mp3;XC478850_107.npy;131.562;132.562
Acrocephalus arundinaceus;XC478850.mp3;XC478850_108.npy;132.362;133.362
Acrocephalus arundinaceus;XC478850.mp3;XC478850_109.npy;133.162;134.162
Acrocephalus arundinaceus;XC478850.mp3;XC478850_110.npy;133.962;134.962
Acrocephalus arundinaceus;XC478850.mp3;XC478850_111.npy;134.762;135.762
Acrocephalus arundinaceus;XC478850.mp3;XC478850_112.npy;139.923;140.923
Acrocephalus arundinaceus;XC478850.mp3;XC478850_113.npy;140.723;141.723
Acrocephalus arundinaceus;XC478850.mp3;XC478850_114.npy;141.523;142.523
Acrocephalus arundinaceus;XC478850.mp3;XC478850_115.npy;142.323;143.323
Acrocephalus arundinaceus;XC478850.mp3;XC478850_116.npy;143.123;143.647
Acrocephalus arundinaceus;XC478850.mp3;XC478850_117.npy;148.663;149.663
Acrocephalus arundinaceus;XC478850.mp3;XC478850_118.npy;149.463;150.463
Acrocephalus arundinaceus;XC478850.mp3;XC478850_119.npy;150.263;151.263
Acrocephalus arundinaceus;XC478850.mp3;XC478850_120.npy;151.063;151.273
Acrocephalus arundinaceus;XC478850.mp3;XC478850_121.npy;156.061;157.061
Acrocephalus arundinaceus;XC478850.mp3;XC478850_122.npy;156.861;157.861
Acrocephalus arundinaceus;XC478850.mp3;XC478850_123.npy;157.661;158.661
Acrocephalus arundinaceus;XC478850.mp3;XC478850_124.npy;158.461;159.461
Acrocephalus arundinaceus;XC478850.mp3;XC478850_125.npy;159.261;160.261
Acrocephalus arundinaceus;XC478850.mp3;XC478850_126.npy;160.061;161.061
Acrocephalus arundinaceus;XC478850.mp3;XC478850_127.npy;166.195;167.195
Acrocephalus arundinaceus;XC478850.mp3;XC478850_128.npy;166.995;167.995
Acrocephalus arundinaceus;XC478850.mp3;XC478850_129.npy;167.795;168.795
Acrocephalus arundinaceus;XC478850.mp3;XC478850_130.npy;168.595;169.595
Acrocephalus arundinaceus;XC478850.mp3;XC478850_131.npy;169.395;170.395
Acrocephalus arundinaceus;XC478850.mp3;XC478850_132.npy;170.195;171.195
Acrocephalus arundinaceus;XC478850.mp3;XC478850_133.npy;170.995;171.350
Acrocephalus arundinaceus;XC478850.mp3;XC478850_134.npy;175.809;176.809
Acrocephalus arundinaceus;XC478850.mp3;XC478850_135.npy;176.609;177.609
Acrocephalus arundinaceus;XC478850.mp3;XC478850_136.npy;177.409;178.409
Acrocephalus arundinaceus;XC478850.mp3;XC478850_137.npy;178.209;178.558
Acrocephalus arundinaceus;XC478850.mp3;XC478850_138.npy;181.370;182.370
Acrocephalus arundinaceus;XC478850.mp3;XC478850_139.npy;182.170;183.170
Acrocephalus arundinaceus;XC478850.mp3;XC478850_140.npy;182.970;183.970
Acrocephalus arundinaceus;XC478850.mp3;XC478850_141.npy;183.770;184.770
Acrocephalus arundinaceus;XC478850.mp3;XC478850_142.npy;184.570;184.854
Acrocephalus arundinaceus;XC478850.mp3;XC478850_143.npy;189.794;190.794
Acrocephalus arundinaceus;XC478850.mp3;XC478850_144.npy;190.594;191.594
Acrocephalus arundinaceus;XC478850.mp3;XC478850_145.npy;191.394;192.394
Acrocephalus arundinaceus;XC478850.mp3;XC478850_146.npy;192.194;193.194
Acrocephalus arundinaceus;XC478850.mp3;XC478850_147.npy;192.994;193.994
Acrocephalus arundinaceus;XC478850.mp3;XC478850_148.npy;193.794;194.012
Acrocephalus arundinaceus;XC478850.mp3;XC478850_149.npy;198.712;199.712
Acrocephalus arundinaceus;XC478850.mp3;XC478850_150.npy;199.512;200.512
Acrocephalus arundinaceus;XC478850.mp3;XC478850_151.npy;200.312;201.312
Acrocephalus arundinaceus;XC478850.mp3;XC478850_152.npy;201.112;202.112
Acrocephalus arundinaceus;XC478850.mp3;XC478850_153.npy;201.912;202.912
Acrocephalus arundinaceus;XC478850.mp3;XC478850_154.npy;202.712;203.487
Acrocephalus arundinaceus;XC478850.mp3;XC478850_155.npy;208.580;209.580
Acrocephalus arundinaceus;XC478850.mp3;XC478850_156.npy;209.380;210.380
Acrocephalus arundinaceus;XC478850.mp3;XC478850_157.npy;210.180;211.180
Acrocephalus arundinaceus;XC478850.mp3;XC478850_158.npy;210.980;211.980
Acrocephalus arundinaceus;XC478850.mp3;XC478850_159.npy;211.780;212.780
Acrocephalus arundinaceus;XC478850.mp3;XC478850_160.npy;212.580;213.580
Acrocephalus arundinaceus;XC478850.mp3;XC478850_161.npy;213.380;214.380
Acrocephalus arundinaceus;XC478850.mp3;XC478850_162.npy;214.180;214.723
Acrocephalus arundinaceus;XC478850.mp3;XC478850_163.npy;219.524;220.524
Acrocephalus arundinaceus;XC478850.mp3;XC478850_164.npy;220.324;221.324
Acrocephalus arundinaceus;XC478850.mp3;XC478850_165.npy;221.124;222.124
Acrocephalus arundinaceus;XC478850.mp3;XC478850_166.npy;221.924;222.924
Acrocephalus arundinaceus;XC478850.mp3;XC478850_167.npy;222.724;223.724
Acrocephalus arundinaceus;XC478850.mp3;XC478850_168.npy;223.524;224.034
Acrocephalus arundinaceus;XC478850.mp3;XC478850_169.npy;228.797;229.797
Acrocephalus arundinaceus;XC478850.mp3;XC478850_170.npy;229.597;230.597
Acrocephalus arundinaceus;XC478850.mp3;XC478850_171.npy;230.397;231.397
Acrocephalus arundinaceus;XC478850.mp3;XC478850_172.npy;231.197;232.197
Acrocephalus arundinaceus;XC478850.mp3;XC478850_173.npy;231.997;232.997
Acrocephalus arundinaceus;XC478850.mp3;XC478850_174.npy;232.797;233.192
Acrocephalus arundinaceus;XC478850.mp3;XC478850_175.npy;238.487;239.487
Acrocephalus arundinaceus;XC478850.mp3;XC478850_176.npy;239.287;240.287
Acrocephalus arundinaceus;XC478850.mp3;XC478850_177.npy;240.087;241.087
Acrocephalus arundinaceus;XC478850.mp3;XC478850_178.npy;240.887;241.887
Acrocephalus arundinaceus;XC478850.mp3;XC478850_179.npy;241.687;242.687
Acrocephalus arundinaceus;XC478850.mp3;XC478850_180.npy;242.487;243.487
Acrocephalus arundinaceus;XC478850.mp3;XC478850_181.npy;243.287;243.871
Acrocephalus arundinaceus;XC478850.mp3;XC478850_182.npy;249.140;250.140
Acrocephalus arundinaceus;XC478850.mp3;XC478850_183.npy;249.940;250.940
Acrocephalus arundinaceus;XC478850.mp3;XC478850_184.npy;250.740;251.740
Acrocephalus arundinaceus;XC478850.mp3;XC478850_185.npy;251.540;252.540
Acrocephalus arundinaceus;XC478850.mp3;XC478850_186.npy;252.340;253.340
Acrocephalus arundinaceus;XC478850.mp3;XC478850_187.npy;253.140;254.140
Acrocephalus arundinaceus;XC478850.mp3;XC478850_188.npy;259.413;260.413
Acrocephalus arundinaceus;XC478850.mp3;XC478850_189.npy;260.213;261.213
Acrocephalus arundinaceus;XC478850.mp3;XC478850_190.npy;261.013;262.013
Acrocephalus arundinaceus;XC478850.mp3;XC478850_191.npy;261.813;262.813
Acrocephalus arundinaceus;XC478850.mp3;XC478850_192.npy;262.613;263.613
Acrocephalus arundinaceus;XC478850.mp3;XC478850_193.npy;263.413;264.113
Acrocephalus arundinaceus;XC478850.mp3;XC478850_194.npy;267.786;268.786
Acrocephalus arundinaceus;XC478850.mp3;XC478850_195.npy;268.586;269.586
Acrocephalus arundinaceus;XC478850.mp3;XC478850_196.npy;269.386;270.386
Acrocephalus arundinaceus;XC478850.mp3;XC478850_197.npy;270.186;270.789
Acrocephalus arundinaceus;XC478850.mp3;XC478850_198.npy;281.923;282.923
Acrocephalus arundinaceus;XC478850.mp3;XC478850_199.npy;282.723;283.723
Acrocephalus arundinaceus;XC478850.mp3;XC478850_200.npy;283.523;284.203
Acrocephalus arundinaceus;XC478850.mp3;XC478850_201.npy;288.447;289.447
Acrocephalus arundinaceus;XC478850.mp3;XC478850_202.npy;289.247;290.247
Acrocephalus arundinaceus;XC478850.mp3;XC478850_203.npy;290.047;291.047
Acrocephalus arundinaceus;XC478850.mp3;XC478850_204.npy;290.847;291.246
Acrocephalus arundinaceus;XC478850.mp3;XC478850_205.npy;292.994;293.994
Acrocephalus arundinaceus;XC478850.mp3;XC478850_206.npy;293.794;294.794
Acrocephalus arundinaceus;XC478850.mp3;XC478850_207.npy;294.594;295.594
Acrocephalus arundinaceus;XC478850.mp3;XC478850_208.npy;295.394;296.034
Acrocephalus arundinaceus;XC478850.mp3;XC478850_209.npy;300.113;301.113
Acrocephalus arundinaceus;XC478850.mp3;XC478850_210.npy;300.913;301.913
Acrocephalus arundinaceus;XC478850.mp3;XC478850_211.npy;301.713;302.713
Acrocephalus arundinaceus;XC478850.mp3;XC478850_212.npy;302.513;303.513
Acrocephalus arundinaceus;XC478850.mp3;XC478850_213.npy;303.313;304.313
Acrocephalus arundinaceus;XC478850.mp3;XC478850_214.npy;304.113;305.113
Acrocephalus arundinaceus;XC478850.mp3;XC478850_215.npy;304.913;305.446
Acrocephalus arundinaceus;XC478850.mp3;XC478850_216.npy;310.817;311.817
Acrocephalus arundinaceus;XC478850.mp3;XC478850_217.npy;311.617;312.617
Acrocephalus arundinaceus;XC478850.mp3;XC478850_218.npy;317.265;318.265
Acrocephalus arundinaceus;XC478850.mp3;XC478850_219.npy;318.065;319.065
Acrocephalus arundinaceus;XC478850.mp3;XC478850_220.npy;318.865;319.865
Acrocephalus arundinaceus;XC478850.mp3;XC478850_221.npy;319.665;320.665
Acrocephalus arundinaceus;XC478850.mp3;XC478850_222.npy;336.798;337.798
Acrocephalus arundinaceus;XC478850.mp3;XC478850_223.npy;337.598;338.598
Acrocephalus arundinaceus;XC478850.mp3;XC478850_224.npy;338.398;338.787
Acrocephalus arundinaceus;XC478850.mp3;XC478850_225.npy;340.281;341.281
Acrocephalus arundinaceus;XC478850.mp3;XC478850_226.npy;341.081;342.081
Acrocephalus arundinaceus;XC478850.mp3;XC478850_227.npy;341.881;342.881
Acrocephalus arundinaceus;XC478850.mp3;XC478850_228.npy;342.681;343.681
Acrocephalus arundinaceus;XC478850.mp3;XC478850_229.npy;343.481;344.481
Acrocephalus arundinaceus;XC478850.mp3;XC478850_230.npy;344.281;345.281
Acrocephalus arundinaceus;XC478850.mp3;XC478850_231.npy;345.081;346.081
Acrocephalus arundinaceus;XC478850.mp3;XC478850_232.npy;351.188;352.188
Acrocephalus arundinaceus;XC478850.mp3;XC478850_233.npy;351.988;352.988
Acrocephalus arundinaceus;XC478850.mp3;XC478850_234.npy;352.788;353.392
Acrocephalus arundinaceus;XC478850.mp3;XC478850_235.npy;358.180;359.180
Acrocephalus arundinaceus;XC478850.mp3;XC478850_236.npy;358.980;359.980
Acrocephalus arundinaceus;XC478850.mp3;XC478850_237.npy;359.780;360.346
Acrocephalus arundinaceus;XC478850.mp3;XC478850_238.npy;364.704;365.704
Acrocephalus arundinaceus;XC478850.mp3;XC478850_239.npy;365.504;366.504
Acrocephalus arundinaceus;XC478850.mp3;XC478850_240.npy;366.304;367.304
Acrocephalus arundinaceus;XC478850.mp3;XC478850_241.npy;367.104;368.104
Acrocephalus arundinaceus;XC478850.mp3;XC478850_242.npy;367.904;368.904
Acrocephalus arundinaceus;XC478850.mp3;XC478850_243.npy;368.704;369.704
Acrocephalus arundinaceus;XC478850.mp3;XC478850_244.npy;369.504;370.504
Acrocephalus arundinaceus;XC478850.mp3;XC478850_245.npy;370.304;370.543
Acrocephalus arundinaceus;XC478850.mp3;XC478850_246.npy;376.079;377.079
Acrocephalus arundinaceus;XC478850.mp3;XC478850_247.npy;376.879;377.879
Acrocephalus arundinaceus;XC478850.mp3;XC478850_248.npy;377.679;378.679
Acrocephalus arundinaceus;XC478850.mp3;XC478850_249.npy;378.479;379.479
Acrocephalus arundinaceus;XC478850.mp3;XC478850_250.npy;379.279;380.279
Acrocephalus arundinaceus;XC478850.mp3;XC478850_251.npy;380.079;380.399
Acrocephalus arundinaceus;XC478850.mp3;XC478850_252.npy;384.591;385.591
Acrocephalus arundinaceus;XC478850.mp3;XC478850_253.npy;385.391;386.391
Acrocephalus arundinaceus;XC478850.mp3;XC478850_254.npy;386.191;387.191
Acrocephalus arundinaceus;XC478850.mp3;XC478850_255.npy;386.991;387.556
Acrocephalus arundinaceus;XC478850.mp3;XC478850_256.npy;391.647;392.647
Acrocephalus arundinaceus;XC478850.mp3;XC478850_257.npy;392.447;393.447
Acrocephalus arundinaceus;XC478850.mp3;XC478850_258.npy;393.247;394.247
Acrocephalus arundinaceus;XC478850.mp3;XC478850_259.npy;394.047;395.047
Acrocephalus arundinaceus;XC478850.mp3;XC478850_260.npy;394.847;395.847
Acrocephalus arundinaceus;XC478850.mp3;XC478850_261.npy;395.647;396.106
Acrocephalus arundinaceus;XC478850.mp3;XC478850_262.npy;406.417;407.417
Acrocephalus arundinaceus;XC478850.mp3;XC478850_263.npy;407.217;408.217
Acrocephalus arundinaceus;XC478850.mp3;XC478850_264.npy;408.017;409.017
Acrocephalus arundinaceus;XC478850.mp3;XC478850_265.npy;408.817;409.817
Acrocephalus arundinaceus;XC478850.mp3;XC478850_266.npy;409.617;410.293
Acrocephalus arundinaceus;XC478850.mp3;XC478850_267.npy;415.398;416.398
Acrocephalus arundinaceus;XC478850.mp3;XC478850_268.npy;416.198;417.198
Acrocephalus arundinaceus;XC478850.mp3;XC478850_269.npy;416.998;417.998
Acrocephalus arundinaceus;XC478850.mp3;XC478850_270.npy;417.798;418.798
Acrocephalus arundinaceus;XC478850.mp3;XC478850_271.npy;418.598;419.598
Acrocephalus arundinaceus;XC478850.mp3;XC478850_272.npy;419.398;420.398
Acrocephalus arundinaceus;XC478850.mp3;XC478850_273.npy;420.198;420.921
Acrocephalus arundinaceus;XC478850.mp3;XC478850_274.npy;429.041;430.041
Acrocephalus arundinaceus;XC478850.mp3;XC478850_275.npy;429.841;430.841
Acrocephalus arundinaceus;XC478850.mp3;XC478850_276.npy;430.641;431.641
Acrocephalus arundinaceus;XC478850.mp3;XC478850_277.npy;436.464;437.464
Acrocephalus arundinaceus;XC478850.mp3;XC478850_278.npy;437.264;438.264
Acrocephalus arundinaceus;XC478850.mp3;XC478850_279.npy;438.064;439.064
Acrocephalus arundinaceus;XC478850.mp3;XC478850_280.npy;438.864;439.864
Acrocephalus arundinaceus;XC478850.mp3;XC478850_281.npy;439.664;440.264
Acrocephalus arundinaceus;XC478850.mp3;XC478850_282.npy;445.280;446.280
Acrocephalus arundinaceus;XC478850.mp3;XC478850_283.npy;446.080;447.080
Acrocephalus arundinaceus;XC478850.mp3;XC478850_284.npy;446.880;447.880
Acrocephalus arundinaceus;XC478850.mp3;XC478850_285.npy;447.680;448.680
Acrocephalus arundinaceus;XC478850.mp3;XC478850_286.npy;448.480;449.480
Acrocephalus arundinaceus;XC478850.mp3;XC478850_287.npy;449.280;449.828
Acrocephalus arundinaceus;XC478850.mp3;XC478850_288.npy;454.806;455.806
Acrocephalus arundinaceus;XC478850.mp3;XC478850_289.npy;455.606;456.606
Acrocephalus arundinaceus;XC478850.mp3;XC478850_290.npy;456.406;457.406
Acrocephalus arundinaceus;XC478850.mp3;XC478850_291.npy;457.206;458.206
Acrocephalus arundinaceus;XC478850.mp3;XC478850_292.npy;458.006;459.006
Acrocephalus arundinaceus;XC478850.mp3;XC478850_293.npy;458.806;459.806
Acrocephalus arundinaceus;XC478850.mp3;XC478850_294.npy;459.606;460.316
Acrocephalus arundinaceus;XC478850.mp3;XC478850_295.npy;468.512;469.512
Acrocephalus arundinaceus;XC478850.mp3;XC478850_296.npy;469.312;470.312
Acrocephalus arundinaceus;XC478850.mp3;XC478850_297.npy;470.112;471.112
Acrocephalus arundinaceus;XC478850.mp3;XC478850_298.npy;470.912;471.350
Acrocephalus arundinaceus;XC478850.mp3;XC478850_299.npy;493.809;494.809
Acrocephalus arundinaceus;XC478850.mp3;XC478850_300.npy;494.609;495.609
Acrocephalus arundinaceus;XC478850.mp3;XC478850_301.npy;495.409;496.409
Acrocephalus arundinaceus;XC478850.mp3;XC478850_302.npy;496.209;497.209
Acrocephalus arundinaceus;XC478850.mp3;XC478850_303.npy;497.009;497.710
Acrocephalus arundinaceus;XC478850.mp3;XC478850_304.npy;503.069;504.069
Acrocephalus arundinaceus;XC478850.mp3;XC478850_305.npy;503.869;504.869
Acrocephalus arundinaceus;XC478850.mp3;XC478850_306.npy;504.669;505.669
Acrocephalus arundinaceus;XC478850.mp3;XC478850_307.npy;505.469;506.223
Acrocephalus arundinaceus;XC478850.mp3;XC478850_308.npy;513.215;514.215
Acrocephalus arundinaceus;XC478850.mp3;XC478850_309.npy;514.015;515.015
Acrocephalus arundinaceus;XC478850.mp3;XC478850_310.npy;514.815;515.815
Acrocephalus arundinaceus;XC478850.mp3;XC478850_311.npy;515.615;516.615
Acrocephalus arundinaceus;XC478850.mp3;XC478850_312.npy;516.415;517.415
Acrocephalus arundinaceus;XC478850.mp3;XC478850_313.npy;517.215;518.215
Acrocephalus arundinaceus;XC478850.mp3;XC478850_314.npy;518.015;519.015
Acrocephalus arundinaceus;XC478850.mp3;XC478850_315.npy;518.815;519.815
Acrocephalus arundinaceus;XC478850.mp3;XC478850_316.npy;527.947;528.947
Acrocephalus arundinaceus;XC478850.mp3;XC478850_317.npy;528.747;529.747
Acrocephalus arundinaceus;XC478850.mp3;XC478850_318.npy;529.547;530.547
Acrocephalus arundinaceus;XC478850.mp3;XC478850_319.npy;530.347;531.347
Acrocephalus arundinaceus;XC478850.mp3;XC478850_320.npy;531.147;531.405
Acrocephalus arundinaceus;XC478850.mp3;XC478850_321.npy;539.930;540.930
Acrocephalus arundinaceus;XC478850.mp3;XC478850_322.npy;540.730;541.730
Acrocephalus arundinaceus;XC478850.mp3;XC478850_323.npy;541.530;542.530
Acrocephalus arundinaceus;XC478850.mp3;XC478850_324.npy;542.330;542.629
Acrocephalus arundinaceus;XC478850.mp3;XC478850_325.npy;562.275;563.275
Acrocephalus arundinaceus;XC478850.mp3;XC478850_326.npy;563.075;563.606
Acrocephalus arundinaceus;XC478850.mp3;XC478850_327.npy;567.672;568.672
Acrocephalus arundinaceus;XC478850.mp3;XC478850_328.npy;568.472;569.472
Acrocephalus arundinaceus;XC478850.mp3;XC478850_329.npy;569.272;570.272
Acrocephalus arundinaceus;XC478850.mp3;XC478850_330.npy;570.072;571.072
Acrocephalus arundinaceus;XC478850.mp3;XC478850_331.npy;570.872;571.872
Acrocephalus arundinaceus;XC478850.mp3;XC478850_332.npy;571.672;572.672
Acrocephalus arundinaceus;XC478850.mp3;XC478850_333.npy;572.472;573.472
Acrocephalus arundinaceus;XC478850.mp3;XC478850_334.npy;573.272;573.600
Acrocephalus arundinaceus;XC478850.mp3;XC478850_335.npy;580.871;581.871
Acrocephalus arundinaceus;XC478850.mp3;XC478850_336.npy;581.671;582.671
Acrocephalus arundinaceus;XC478850.mp3;XC478850_337.npy;582.471;583.471
Acrocephalus arundinaceus;XC478850.mp3;XC478850_338.npy;583.271;584.271
Acrocephalus arundinaceus;XC478850.mp3;XC478850_339.npy;584.071;585.071
Acrocephalus arundinaceus;XC478850.mp3;XC478850_340.npy;584.871;585.317
Acrocephalus arundinaceus;XC478850.mp3;XC478850_341.npy;592.082;593.082
Acrocephalus arundinaceus;XC478850.mp3;XC478850_342.npy;592.882;593.882
Acrocephalus arundinaceus;XC478850.mp3;XC478850_343.npy;593.682;594.682
Acrocephalus arundinaceus;XC478850.mp3;XC478850_344.npy;594.482;594.881
Acrocephalus arundinaceus;XC478850.mp3;XC478850_345.npy;600.062;601.062
Acrocephalus arundinaceus;XC478850.mp3;XC478850_346.npy;600.862;601.862
Acrocephalus arundinaceus;XC478850.mp3;XC478850_347.npy;601.662;602.662
Acrocephalus arundinaceus;XC478850.mp3;XC478850_348.npy;602.462;603.051
Acrocephalus arundinaceus;XC478850.mp3;XC478850_349.npy;606.218;607.218
Acrocephalus arundinaceus;XC478850.mp3;XC478850_350.npy;607.018;608.018
Acrocephalus arundinaceus;XC478850.mp3;XC478850_351.npy;607.818;608.818
Acrocephalus arundinaceus;XC478850.mp3;XC478850_352.npy;608.618;609.018
Acrocephalus arundinaceus;XC478850.mp3;XC478850_353.npy;614.756;615.756
Acrocephalus arundinaceus;XC478850.mp3;XC478850_354.npy;615.556;616.556
Acrocephalus arundinaceus;XC478850.mp3;XC478850_355.npy;616.356;617.356
Acrocephalus arundinaceus;XC478850.mp3;XC478850_356.npy;617.156;618.156
Acrocephalus arundinaceus;XC478850.mp3;XC478850_357.npy;617.956;618.956
Acrocephalus arundinaceus;XC478850.mp3;XC478850_358.npy;618.756;619.443
Acrocephalus arundinaceus;XC478850.mp3;XC478850_359.npy;627.816;628.816
Acrocephalus arundinaceus;XC478850.mp3;XC478850_360.npy;628.616;629.616
Acrocephalus arundinaceus;XC478850.mp3;XC478850_361.npy;629.416;630.416
Acrocephalus arundinaceus;XC478850.mp3;XC478850_362.npy;630.216;631.216
Acrocephalus arundinaceus;XC478850.mp3;XC478850_363.npy;631.016;631.262
Acrocephalus arundinaceus;XC478850.mp3;XC478850_364.npy;637.152;638.152
Acrocephalus arundinaceus;XC478850.mp3;XC478850_365.npy;637.952;638.952
Acrocephalus arundinaceus;XC478850.mp3;XC478850_366.npy;638.752;639.752
Acrocephalus arundinaceus;XC478850.mp3;XC478850_367.npy;639.552;640.552
Acrocephalus arundinaceus;XC478850.mp3;XC478850_368.npy;640.352;641.352
Acrocephalus arundinaceus;XC478850.mp3;XC478850_369.npy;641.152;641.547
Acrocephalus arundinaceus;XC478850.mp3;XC478850_370.npy;647.970;648.970
Acrocephalus arundinaceus;XC478850.mp3;XC478850_371.npy;648.770;649.770
Acrocephalus arundinaceus;XC478850.mp3;XC478850_372.npy;649.570;650.570
Acrocephalus arundinaceus;XC478850.mp3;XC478850_373.npy;650.370;650.896
Acrocephalus arundinaceus;XC478850.mp3;XC478850_374.npy;655.405;656.405
Acrocephalus arundinaceus;XC478850.mp3;XC478850_375.npy;656.205;657.205
Acrocephalus arundinaceus;XC478850.mp3;XC478850_376.npy;657.005;658.005
